nta_code,nta_name,borough,noise_complaints,crime_count,park_count,total_acres,station_count,total_bikes,subway_stations,subway_lines,census_median_rent,median_income,total_population,median_age,college_rate,restaurant_count,cuisine_diversity,grade_a_count,osm_cafe,osm_culture,osm_entertainment,osm_fast_food,osm_fitness,osm_grocery,osm_library,osm_nightlife,osm_other,osm_amenity_count,redfin_median_rent,redfin_mean_rent,redfin_listing_count,redfin_median_sqft,redfin_median_bedrooms,noise_score,safety_score,parks_score,transit_score,restaurant_score,osm_score,vibrancy_score,composite_score,cluster,cluster_label,predicted_rent,rent_score,combined_transit,transit_plus_score,enhanced_composite,centroid_lat,centroid_lon
BX0904,Parkchester,Bronx,28,151,4,3.747,0.0,0.0,0.0,0.0,1645.0,60286.0,30221,36.6,0.2,36,19,18,2.0,0.0,0.0,12.0,1.0,9.0,0.0,1.0,0.0,25.0,,,,,,0.8805309734513275,0.8841584158415842,0.0625,0.0,0.027000000000000003,0.05091649694501018,0.03895824847250509,0.4978802681153071,0,Safe & Quiet & Car-Dependent,2989.169560717733,0.947290339471158,0.0,0.0,0.5071248024743117,40.83774646256335,-73.85798885655639
BX0802,Kingsbridge-Marble Hill,Bronx,26,227,3,5.872,14.0,230.0,0.0,0.0,1605.5,60754.0,23377,38.3,0.2,55,19,28,2.0,0.0,0.0,8.0,0.0,6.0,0.0,3.0,0.0,19.0,4600.0,4600.0,1.0,,3.0,0.8893805309734513,0.808910891089109,0.04166666666666667,0.25,0.046,0.038696537678207736,0.042348268839103864,0.5358517334034288,0,Safe & Quiet & Car-Dependent,4039.7384500835424,0.6894144340692905,14.0,0.25,0.5061125502757958,40.88083988334912,-73.90572965381807
MN0402,Hell's Kitchen,Manhattan,40,534,9,9.136,21.0,536.0,0.0,0.0,2063.5,106107.0,54411,36.4,0.4,400,51,162,46.0,1.0,16.0,53.0,8.0,39.0,0.0,52.0,0.0,215.0,4953.0,5034.0,25.0,657.0,1.0,0.8274336283185841,0.504950495049505,0.16666666666666666,0.375,0.391,0.43788187372708753,0.4144409368635438,0.4854268889278308,1,Quiet & Green,4679.260811965812,0.6586089536608779,21.0,0.375,0.504429265410389,40.76416895276355,-73.99239988080032
BK1102,Bath Beach,Brooklyn,16,149,3,21.398,0.0,0.0,0.0,0.0,1747.0,84076.0,32533,41.5,0.2,52,24,23,2.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,16.0,2500.0,2500.0,1.0,,2.0,0.9336283185840708,0.8861386138613861,0.04166666666666667,0.0,0.043000000000000003,0.032586558044806514,0.03779327902240326,0.5075819971377669,0,Safe & Quiet & Car-Dependent,2793.593101363723,0.8726764988218867,0.0,0.0,0.5031010617868277,40.60426029759239,-74.0074827045978
MN1201,Washington Heights (South),Manhattan,91,443,11,13.316999999999998,21.0,57.0,0.0,0.0,1512.0,56754.0,81293,36.8,0.2,125,27,55,7.0,1.0,2.0,19.0,4.0,9.0,1.0,1.0,0.0,44.0,,,,,,0.6017699115044248,0.595049504950495,0.20833333333333331,0.375,0.11599999999999999,0.08961303462321792,0.10280651731160895,0.4643739960279214,1,Quiet & Green,3048.7810569108246,0.9588969369054892,21.0,0.375,0.502928000760223,40.8409030329503,-73.94153592625341
BK0505,East New York-City Line,Brooklyn,24,278,11,72.293,0.0,0.0,0.0,0.0,1533.5,53581.0,49066,35.0,0.1,38,17,17,0.0,1.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,18.0,,,,,,0.8982300884955752,0.7584158415841584,0.20833333333333331,0.0,0.028999999999999998,0.03665987780040733,0.032829938900203665,0.493748941265808,0,Safe & Quiet & Car-Dependent,3164.7512546533053,0.9570206824330221,0.0,0.0,0.5024523306660255,40.67054058069211,-73.86609820400926
BX0902,Soundview-Clason Point,Bronx,22,299,12,100.03399999999999,0.0,0.0,0.0,0.0,1360.0,52423.0,32889,34.2,0.1,11,8,6,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,0.9070796460176991,0.7376237623762376,0.22916666666666666,0.0,0.0019999999999999983,0.006109979633401222,0.00405498981670061,0.4938903735506294,0,Safe & Quiet & Car-Dependent,3335.6680860655783,0.9721616196875819,0.0,0.0,0.5015729726074322,40.816106306032395,-73.85910392339746
BK1403,Midwood,Brooklyn,37,132,3,2.565,0.0,0.0,0.0,0.0,1710.0,68234.0,50894,35.1,0.3,59,13,21,4.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,21.0,,,,,,0.8407079646017699,0.902970297029703,0.04166666666666667,0.0,0.05,0.04276985743380855,0.04638492871690428,0.48940141359268674,0,Safe & Quiet & Car-Dependent,2725.4364594064186,0.9416179422288158,0.0,0.0,0.5012787498475326,40.620369290880255,-73.95559294973002
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,72,212,8,12.268999999999998,16.0,218.0,0.0,0.0,2796.5,140566.5,80352,36.8,0.4,220,38,98,43.0,2.0,1.0,49.0,10.0,38.0,1.0,24.0,0.0,168.0,5848.0,6240.0,7.0,842.0,2.0,0.6858407079646018,0.8237623762376238,0.14583333333333331,0.2857142857142857,0.211,0.3421588594704684,0.2765794297352342,0.5191841279576757,0,Safe & Quiet & Car-Dependent,5571.19,0.580504407016319,16.0,0.2857142857142857,0.501228130422353,40.764966600392896,-73.95508675400065
BX0701,University Heights (North)-Fordham,Bronx,98,370,14,33.177,17.0,68.0,0.0,0.0,1502.0,39524.0,44997,33.5,0.1,47,19,23,0.0,0.0,0.0,12.0,1.0,1.0,0.0,1.0,0.0,15.0,,,,,,0.5707964601769911,0.6673267326732674,0.2708333333333333,0.30357142857142855,0.038,0.030549898167006106,0.03427494908350305,0.4729566586557518,1,Quiet & Green,3362.1903928305715,0.959769613404311,17.0,0.30357142857142855,0.49894222855802184,40.86457104302389,-73.90475294968876
QN1205,St. Albans,Queens,13,222,8,75.14800000000001,0.0,0.0,0.0,0.0,1611.0,96354.0,48930,41.3,0.2,52,18,25,1.0,0.0,1.0,26.0,0.0,31.0,0.0,2.0,0.0,61.0,3200.0,3300.0,3.0,1099.0,3.0,0.9469026548672567,0.8138613861386139,0.14583333333333331,0.0,0.043000000000000003,0.12423625254582484,0.08361812627291242,0.510050746225065,0,Safe & Quiet & Car-Dependent,3193.112473698874,0.8115891439043547,0.0,0.0,0.49855050037287907,40.69323896542468,-73.7622214992301
SI0102,Tompkinsville-Stapleton-Clifton-Fox Hills,Staten Island,12,227,6,14.206999999999999,0.0,0.0,0.0,0.0,1853.5,51632.5,13779,40.0,0.2,30,15,8,5.0,0.0,0.0,7.0,2.0,27.0,0.0,5.0,0.0,46.0,2601.0,2601.0,1.0,538.0,0.0,0.9513274336283186,0.808910891089109,0.10416666666666667,0.0,0.020999999999999998,0.09368635437881873,0.05734317718940936,0.5013384590671457,0,Safe & Quiet & Car-Dependent,2880.61785584956,0.8638624661837857,0.0,0.0,0.4980546884058768,40.62610424328154,-74.07883600891763
QN0802,Pomonok-Electchester-Hillcrest,Queens,19,153,5,7.651,0.0,0.0,0.0,0.0,1747.5,84245.0,37139,42.6,0.3,29,15,9,3.0,0.0,0.0,10.0,1.0,14.0,1.0,0.0,0.0,29.0,3100.0,3333.0,3.0,1100.0,3.0,0.9203539823008849,0.8821782178217822,0.08333333333333333,0.0,0.02,0.05906313645621181,0.039531568228105905,0.5114086275884226,0,Safe & Quiet & Car-Dependent,3090.451898644375,0.8203159088925736,0.0,0.0,0.4975768012249814,40.72706731100334,-73.8034217585255
QN1204,Springfield Gardens (North)-Rochdale Village,Queens,6,158,4,27.285,0.0,0.0,0.0,0.0,1547.5,72246.0,32926,40.8,0.2,21,10,9,0.0,0.0,0.0,10.0,2.0,7.0,0.0,0.0,0.0,19.0,3500.0,3500.0,2.0,2415.0,3.0,0.9778761061946902,0.8772277227722772,0.0625,0.0,0.012,0.038696537678207736,0.02534826883910387,0.5201373433803557,0,Safe & Quiet & Car-Dependent,3391.308067542108,0.785408848939698,0.0,0.0,0.49747895234981027,40.673330588849254,-73.77205282253388
BK1802,Marine Park-Mill Basin-Bergen Beach,Brooklyn,11,209,8,13.587000000000002,0.0,0.0,0.0,0.0,1893.0,92394.0,41985,41.7,0.2,71,24,27,2.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,15.0,3400.0,3400.0,1.0,1300.0,3.0,0.9557522123893806,0.8267326732673268,0.14583333333333331,0.0,0.062000000000000006,0.030549898167006106,0.046274949083503054,0.5161245217442099,0,Safe & Quiet & Car-Dependent,3074.6331461052414,0.794135613927917,0.0,0.0,0.4966227566797716,40.61497542292913,-73.91853676165674
BX1101,Pelham Parkway-Van Nest,Bronx,32,168,3,1.861,0.0,0.0,0.0,0.0,1677.0,72198.0,29915,32.8,0.2,44,18,27,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,10.0,,,,,,0.8628318584070797,0.8673267326732673,0.04166666666666667,0.0,0.034999999999999996,0.02036659877800407,0.027683299389002033,0.48423931773708345,0,Safe & Quiet & Car-Dependent,2832.277635386371,0.944497774674928,0.0,0.0,0.49598127850819923,40.84789730185081,-73.86496702386886
QN0401,Elmhurst,Queens,107,760,21,16.528,35.0,492.0,0.0,0.0,1886.0,69556.0,104486,36.6,0.2,282,41,84,16.0,0.0,0.0,30.0,1.0,71.0,0.0,9.0,0.0,127.0,3350.0,3350.0,2.0,1100.0,2.0,0.5309734513274336,0.2811881188118812,0.4166666666666667,0.625,0.273,0.25865580448065173,0.2658279022403259,0.4566831318087561,1,Quiet & Green,2547.4330818405733,0.7984989964220264,35.0,0.625,0.49546091373155515,40.73939955607331,-73.87911138041682
BX0903,Castle Hill-Unionport,Bronx,35,249,9,7.077999999999999,0.0,0.0,0.0,0.0,1449.0,56208.0,38499,36.6,0.1,53,23,31,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,,,,,,0.8495575221238938,0.7871287128712872,0.16666666666666666,0.0,0.044,0.016293279022403257,0.030146639511201626,0.4818613277256929,0,Safe & Quiet & Car-Dependent,3348.467109190966,0.964394798848067,0.0,0.0,0.4954292212589809,40.82453166691883,-73.84869116180369
BK1801,Flatlands,Brooklyn,19,331,11,774.578,0.0,0.0,0.0,0.0,1702.0,83620.0,65309,41.8,0.2,76,28,32,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,11.0,,,,,,0.9203539823008849,0.7059405940594059,0.20833333333333331,0.0,0.067,0.02240325865580448,0.04470162932790224,0.4835373404597097,0,Safe & Quiet & Car-Dependent,2909.4906297116836,0.9423160834278733,0.0,0.0,0.49387155628753315,40.62627487159713,-73.93009715023325
BK1103,Gravesend (West),Brooklyn,32,171,6,6.716,0.0,0.0,0.0,0.0,1625.0,71935.5,59307,39.2,0.2,91,23,26,8.0,0.0,0.0,8.0,1.0,18.0,0.0,2.0,0.0,37.0,2800.0,2800.0,1.0,,2.0,0.8628318584070797,0.8643564356435643,0.10416666666666667,0.0,0.08199999999999999,0.07535641547861506,0.07867820773930753,0.4958482286281725,0,Safe & Quiet & Car-Dependent,2940.76686720136,0.8464962038572301,0.0,0.0,0.4938520683740405,40.59929249269996,-73.98573290077816
BK0901,Crown Heights (South),Brooklyn,67,324,4,3.0940000000000003,20.0,137.0,0.0,0.0,1699.0,74115.0,52591,33.8,0.2,73,23,30,5.0,1.0,0.0,29.0,0.0,29.0,0.0,4.0,0.0,68.0,3910.0,4146.0,6.0,1184.0,3.0,0.7079646017699115,0.7128712871287128,0.0625,0.3571428571428571,0.064,0.13849287169042768,0.10124643584521384,0.492638250866806,1,Quiet & Green,3523.138636228995,0.7496291124880007,20.0,0.3571428571428571,0.49353075051605094,40.66674596222122,-73.94600981489323
QN1402,Rockaway Beach-Arverne-Edgemere,Queens,39,250,18,104.46253289999999,0.0,0.0,0.0,0.0,1246.0,67038.0,43865,36.4,0.2,33,18,18,3.0,0.0,0.0,8.0,0.0,5.0,0.0,3.0,0.0,19.0,3250.0,3183.0,9.0,892.0,3.0,0.831858407079646,0.7861386138613862,0.3541666666666667,0.0,0.024,0.038696537678207736,0.03134826883910387,0.5146395192616606,0,Safe & Quiet & Car-Dependent,3218.943279357768,0.8072257614102452,0.0,0.0,0.492945366085955,40.59156761661383,-73.79630681851944
QN0701,College Point,Queens,20,164,8,69.348,0.0,0.0,0.0,0.0,2103.0,85750.0,31598,40.5,0.1,54,19,24,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,9.0,3850.0,3850.0,2.0,700.0,2.0,0.915929203539823,0.8712871287128713,0.14583333333333331,0.0,0.045,0.018329938900203666,0.03166496945010183,0.5195351061654838,0,Safe & Quiet & Car-Dependent,3545.0646324414724,0.754865171480932,0.0,0.0,0.4919050309544832,40.78260006847289,-73.83988934240027
MN1002,Harlem (North),Manhattan,177,556,34,24.328,26.0,255.0,0.0,0.0,1443.0,67083.0,86108,37.4,0.2,62,21,20,7.0,2.0,2.0,18.0,0.0,30.0,3.0,2.0,0.0,64.0,,,,,,0.22123893805309736,0.48316831683168315,0.6874999999999999,0.46428571428571425,0.053,0.13034623217922606,0.09167311608961302,0.45383165813420784,1,Quiet & Green,2385.2887178054852,0.9649184047473601,26.0,0.46428571428571425,0.4915429680164502,40.81892736671252,-73.94090769460834
BX1104,Allerton,Bronx,16,290,5,210.122,0.0,0.0,0.0,0.0,1367.0,44785.0,35581,37.0,0.1,44,18,15,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,,,,,,0.9336283185840708,0.7465346534653465,0.08333333333333333,0.0,0.034999999999999996,0.01425661914460285,0.024628309572301423,0.4740341423522883,0,Safe & Quiet & Car-Dependent,3322.0021796180185,0.9715507461384065,0.0,0.0,0.4913194973188335,40.864014617533584,-73.86420374733764
QN0905,Woodhaven,Queens,36,129,3,1.413,0.0,0.0,0.0,0.0,1809.0,81034.0,40592,39.4,0.2,58,18,24,2.0,0.0,0.0,22.0,1.0,11.0,0.0,2.0,0.0,38.0,2750.0,2578.0,7.0,1672.0,2.0,0.8451327433628318,0.905940594059406,0.04166666666666667,0.0,0.049,0.07739307535641547,0.06319653767820774,0.4913986973918631,0,Safe & Quiet & Car-Dependent,2753.5899243890353,0.8508595863513395,0.0,0.0,0.4907960828855674,40.69147537008392,-73.85741210478409
QN1303,Queens Village,Queens,18,259,9,6.699999999999999,0.0,0.0,0.0,0.0,1728.0,100809.0,53807,43.9,0.2,56,18,25,2.0,0.0,0.0,15.0,0.0,22.0,0.0,0.0,0.0,39.0,3050.0,2850.0,6.0,1906.0,2.0,0.9247787610619469,0.7772277227722773,0.16666666666666666,0.0,0.047,0.07942973523421588,0.06321486761710794,0.4976963404305032,0,Safe & Quiet & Car-Dependent,3008.737895996395,0.8246792913866829,0.0,0.0,0.48914032313743133,40.716082878967796,-73.74175469904267
BK1101,Bensonhurst,Brooklyn,36,297,5,6.744000000000001,0.0,0.0,0.0,0.0,1628.5,62377.5,96647,40.4,0.2,185,30,76,20.0,0.0,0.0,33.0,3.0,63.0,0.0,0.0,0.0,119.0,,,,,,0.8451327433628318,0.7396039603960396,0.08333333333333333,0.0,0.176,0.24236252545824846,0.20918126272912424,0.4498310406261865,0,Safe & Quiet & Car-Dependent,2908.2039064227893,0.9487302556942141,0.0,0.0,0.4888977630528163,40.61326484427672,-73.99326536066333
MN1102,East Harlem (North),Manhattan,78,757,36,61.95200000000001,26.0,321.0,0.0,0.0,1048.0,36577.0,64572,36.0,0.2,109,29,49,7.0,0.0,0.0,23.0,1.0,34.0,0.0,2.0,0.0,67.0,4995.0,4995.0,1.0,,2.0,0.6592920353982301,0.2841584158415842,0.7291666666666666,0.46428571428571425,0.1,0.13645621181262726,0.11822810590631364,0.5119752955067948,1,Quiet & Green,2544.733176891419,0.6549437123658259,26.0,0.46428571428571425,0.488186309111859,40.80161252216069,-73.9374377253633
BK1302,Coney Island-Sea Gate,Brooklyn,21,366,19,94.384,0.0,0.0,0.0,0.0,1039.0,37183.0,48551,50.4,0.2,51,22,27,5.0,0.0,0.0,24.0,2.0,19.0,1.0,5.0,0.0,56.0,3438.0,3875.0,15.0,640.0,1.0,0.911504424778761,0.6712871287128713,0.375,0.0,0.042,0.1140529531568228,0.0780264765784114,0.5042622448085516,0,Safe & Quiet & Car-Dependent,3298.9815653524947,0.7908194432323938,0.0,0.0,0.4869295289197089,40.576965246962516,-73.98796588377168
BK1704,East Flatbush-Remsen Village,Brooklyn,35,257,7,3.806,0.0,0.0,0.0,0.0,1493.0,51335.0,38460,42.1,0.2,32,9,12,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,0.8495575221238938,0.7792079207920792,0.12499999999999999,0.0,0.023,0.012219959266802444,0.01760997963340122,0.4711517567685972,0,Safe & Quiet & Car-Dependent,3156.03965639145,0.9605550222532507,0.0,0.0,0.48644034785788604,40.656216218491025,-73.91916943685953
BX1102,Morris Park,Bronx,46,156,2,111.091,0.0,0.0,0.0,0.0,1681.0,81846.0,22059,40.2,0.2,53,22,20,0.0,0.0,1.0,4.0,1.0,4.0,1.0,1.0,0.0,12.0,,,,,,0.8008849557522124,0.8792079207920792,0.020833333333333332,0.0,0.044,0.024439918533604887,0.03421995926680244,0.46815028184234353,0,Safe & Quiet & Car-Dependent,2973.971894568152,0.9441487040753992,0.0,0.0,0.4853376694809791,40.851792597049375,-73.8516871911903
BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,Brooklyn,57,262,10,54.470000000000006,0.0,0.0,0.0,0.0,1684.0,78321.5,66402,45.8,0.3,100,27,43,13.0,0.0,0.0,26.0,2.0,22.0,0.0,6.0,0.0,69.0,,,,,,0.752212389380531,0.7742574257425743,0.18749999999999997,0.0,0.091,0.1405295315682281,0.11576476578411404,0.457830325067905,0,Safe & Quiet & Car-Dependent,3038.6294057633613,0.9438869011257527,0.0,0.0,0.4832693754991362,40.588298520163754,-73.94150420525406
QN0902,Richmond Hill,Queens,19,215,1,0.005,0.0,0.0,0.0,0.0,1797.0,76250.0,35569,39.6,0.2,66,17,27,2.0,0.0,0.0,18.0,3.0,22.0,0.0,1.0,1.0,47.0,2695.0,2582.0,3.0,700.0,2.0,0.9203539823008849,0.8207920792079209,0.0,0.0,0.057,0.09572301425661914,0.07636150712830957,0.4763261193375975,0,Safe & Quiet & Car-Dependent,2738.400757056368,0.8556593070948599,0.0,0.0,0.4822230210169618,40.697476613049155,-73.83276769338852
BX0401,Concourse-Concourse Village,Bronx,66,606,11,41.818,26.0,162.0,0.0,0.0,1417.5,34410.5,68692,36.6,0.1,90,25,33,3.0,2.0,2.0,9.0,0.0,6.0,0.0,3.0,0.0,25.0,3232.0,3232.0,6.0,,1.0,0.7123893805309734,0.4336633663366337,0.20833333333333331,0.46428571428571425,0.08099999999999999,0.05091649694501018,0.06595824847250509,0.46593445027182867,1,Quiet & Green,3026.7052420438586,0.8087965791081246,26.0,0.46428571428571425,0.48077753127929435,40.826747701283665,-73.92172417551734
BX1202,Eastchester-Edenwald-Baychester,Bronx,12,321,4,50.192,0.0,0.0,0.0,0.0,1749.0,82451.0,53378,38.4,0.2,56,15,26,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,6.0,,,,,,0.9513274336283186,0.7158415841584158,0.0625,0.0,0.047,0.012219959266802444,0.029609979633401222,0.4650843336546044,0,Safe & Quiet & Car-Dependent,3306.3998418852098,0.9382145038834104,0.0,0.0,0.48054226011380047,40.88154187504194,-73.83656916892869
SI0101,St. George-New Brighton,Staten Island,22,270,11,27.269000000000002,0.0,0.0,0.0,0.0,1644.5,73819.0,19140,36.7,0.2,39,19,19,5.0,0.0,0.0,16.0,0.0,27.0,0.0,3.0,0.0,51.0,3800.0,4095.0,9.0,10.0,1.0,0.9070796460176991,0.7663366336633664,0.20833333333333331,0.0,0.03,0.10386965376782076,0.06693482688391038,0.49833756827010134,0,Safe & Quiet & Car-Dependent,2927.680835234211,0.7592285539750414,0.0,0.0,0.479529494807107,40.6421856982253,-74.08553312926058
BX1002,Throgs Neck-Schuylerville,Bronx,51,244,9,13.308,0.0,0.0,0.0,0.0,1838.0,80640.0,49064,39.4,0.2,65,22,31,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,9.0,,,,,,0.7787610619469026,0.7920792079207921,0.16666666666666666,0.0,0.056,0.018329938900203666,0.03716496945010184,0.46564736119629657,0,Safe & Quiet & Car-Dependent,3092.817865765724,0.9304476830438956,0.0,0.0,0.4793847329612779,40.82552758342792,-73.82060404543364
MN0701,Upper West Side-Lincoln Square,Manhattan,34,259,10,9.023,14.0,288.0,0.0,0.0,2984.0,167637.5,57748,44.0,0.4,145,34,66,37.0,3.0,19.0,20.0,12.0,21.0,7.0,14.0,1.0,134.0,8449.0,10974.0,49.0,898.0,1.0,0.8539823008849557,0.7772277227722773,0.18749999999999997,0.25,0.13599999999999998,0.27291242362525453,0.20445621181262724,0.5466638920529221,0,Safe & Quiet & Car-Dependent,7149.06,0.35352124967274623,14.0,0.25,0.4775557218013676,40.77484763784723,-73.9846944962747
MN1202,Washington Heights (North),Manhattan,118,399,9,260.364,22.0,219.0,0.0,0.0,1692.5,72532.5,80504,39.8,0.2,130,25,46,10.0,1.0,1.0,13.0,0.0,14.0,1.0,7.0,0.0,47.0,2795.0,2795.0,1.0,,1.0,0.4823008849557522,0.6386138613861386,0.16666666666666666,0.39285714285714285,0.121,0.09572301425661914,0.10836150712830957,0.44370699870239866,1,Quiet & Green,2989.9947528953953,0.846932542106641,22.0,0.39285714285714285,0.4732804789210511,40.85647374590407,-73.9334518489202
MN1001,Harlem (South),Manhattan,80,381,15,2.0120000000000005,13.0,219.0,0.0,0.0,1592.0,72935.5,49776,36.9,0.3,86,32,31,13.0,1.0,2.0,23.0,6.0,26.0,0.0,3.0,0.0,74.0,4000.0,4000.0,1.0,640.0,1.0,0.6504424778761062,0.6564356435643565,0.2916666666666667,0.23214285714285712,0.07700000000000001,0.15071283095723012,0.11385641547861507,0.47591036015738114,1,Quiet & Green,3665.629464285714,0.7417750239986037,13.0,0.23214285714285712,0.4731354779876048,40.80433187234827,-73.9513003999754
BK0501,Cypress Hills,Brooklyn,24,222,4,3.4869999999999997,0.0,0.0,0.0,0.0,1733.0,62257.0,42300,35.7,0.1,47,14,23,0.0,0.0,0.0,15.0,1.0,16.0,0.0,0.0,0.0,32.0,3500.0,3500.0,1.0,1200.0,4.0,0.8982300884955752,0.8138613861386139,0.0625,0.0,0.038,0.06517311608961303,0.05158655804480651,0.48121593796547796,0,Safe & Quiet & Car-Dependent,3004.6393186126156,0.785408848939698,0.0,0.0,0.4718259040251339,40.682534535096615,-73.88205982424891
QN0707,Flushing-Willets Point,Queens,35,465,8,8.273000000000001,0.0,0.0,0.0,0.0,1633.0,53040.0,59370,47.5,0.2,404,35,114,25.0,0.0,1.0,26.0,3.0,49.0,1.0,3.0,0.0,108.0,,,,,,0.8495575221238938,0.5732673267326732,0.14583333333333331,0.0,0.395,0.21995926680244396,0.307479633401222,0.4135362452174421,0,Safe & Quiet & Car-Dependent,3299.2098244525564,0.9483375512697443,0.0,0.0,0.47099609522740615,40.76021312358903,-73.83158365157792
BK1602,Brownsville,Brooklyn,40,571,34,33.33,1.0,16.0,0.0,0.0,1180.5,33737.5,54529,35.8,0.1,53,15,29,1.0,0.0,0.0,9.0,2.0,11.0,0.0,1.0,0.0,24.0,3475.0,3475.0,2.0,1200.0,4.0,0.8274336283185841,0.4683168316831683,0.6874999999999999,0.017857142857142856,0.044,0.048879837067209775,0.046439918533604886,0.48931774229888214,1,Quiet & Green,3179.5775051284054,0.7875905401867528,1.0,0.017857142857142856,0.468053900377587,40.664046935415385,-73.9095222949274
QN1401,Far Rockaway-Bayswater,Queens,55,346,16,85.119,0.0,0.0,0.0,0.0,1659.0,61229.0,64945,36.6,0.1,33,13,13,1.0,0.0,0.0,17.0,0.0,12.0,0.0,0.0,1.0,31.0,2450.0,2681.0,6.0,1564.0,1.0,0.7610619469026549,0.691089108910891,0.3125,0.0,0.024,0.06313645621181262,0.04356822810590631,0.4600922193989311,0,Safe & Quiet & Car-Dependent,2719.9009033102034,0.8770398813159962,0.0,0.0,0.465568559410864,40.601698032839195,-73.75655268719576
BK1803,Canarsie,Brooklyn,43,363,10,25.093000000000004,0.0,0.0,0.0,0.0,1765.0,89191.0,87430,39.4,0.2,75,19,38,1.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,20.0,,,,,,0.8141592920353983,0.6742574257425743,0.18749999999999997,0.0,0.066,0.04073319755600814,0.05336659877800407,0.44331705073162186,0,Safe & Quiet & Car-Dependent,2761.7684204655916,0.9368182214852954,0.0,0.0,0.46511969933033276,40.63935305864475,-73.90146151052123
QN1203,Baisley Park,Queens,14,367,8,118.81099999999999,0.0,0.0,0.0,0.0,1885.0,84835.0,44443,38.5,0.1,39,17,17,0.0,0.0,0.0,13.0,0.0,9.0,0.0,2.0,0.0,24.0,3000.0,2957.0,7.0,1604.0,3.0,0.9424778761061947,0.6702970297029703,0.14583333333333331,0.0,0.03,0.048879837067209775,0.03943991853360489,0.46587524460410645,0,Safe & Quiet & Car-Dependent,3058.0723633443577,0.8290426738807923,0.0,0.0,0.46437009050258116,40.67953318672506,-73.78990897193601
QN1001,South Ozone Park,Queens,50,345,11,16.704,0.0,0.0,0.0,0.0,1900.5,95702.5,81406,41.2,0.1,127,25,54,1.0,0.0,0.0,34.0,0.0,41.0,0.0,8.0,0.0,84.0,2850.0,2833.0,6.0,1216.0,2.0,0.7831858407079646,0.692079207920792,0.20833333333333331,0.0,0.118,0.1710794297352342,0.1445397148676171,0.4450868892198954,0,Safe & Quiet & Car-Dependent,2902.9426746142212,0.8421328213631207,0.0,0.0,0.46108810509457104,40.67619915761595,-73.8195195900572
BX1203,Wakefield-Woodlawn,Bronx,47,289,2,1.2240000000000002,0.0,0.0,0.0,0.0,1643.5,75751.5,48403,40.2,0.2,64,21,25,3.0,0.0,0.0,6.0,0.0,7.0,0.0,6.0,0.0,22.0,,,,,,0.7964601769911505,0.7475247524752475,0.020833333333333332,0.0,0.055,0.04480651731160896,0.04990325865580448,0.42753913665702853,0,Safe & Quiet & Car-Dependent,2476.62255858817,0.9474212409459813,0.0,0.0,0.45763012274377246,40.897973199873746,-73.85396637754506
BK1401,Flatbush,Brooklyn,81,380,2,0.433,12.0,234.0,0.0,0.0,1657.0,76870.0,70800,35.4,0.2,105,23,42,5.0,0.0,0.0,35.0,4.0,37.0,0.0,1.0,1.0,83.0,2795.0,2490.0,3.0,,2.0,0.6460176991150443,0.6574257425742575,0.020833333333333332,0.21428571428571427,0.096,0.1690427698574338,0.1325213849287169,0.4164702427891335,0,Safe & Quiet & Car-Dependent,2862.0005904634577,0.846932542106641,12.0,0.21428571428571427,0.4510600594921029,40.640666881732656,-73.95638920866479
BX0901,Soundview-Bruckner-Bronx River,Bronx,60,427,12,12.076999999999998,0.0,0.0,0.0,0.0,1436.0,36598.0,67145,32.1,0.1,88,22,40,2.0,0.0,0.0,12.0,0.0,10.0,1.0,2.0,0.0,27.0,,,,,,0.7389380530973452,0.6108910891089109,0.22916666666666666,0.0,0.07899999999999999,0.05498981670061099,0.06699490835030548,0.41383517334034287,0,Safe & Quiet & Car-Dependent,2896.854272450952,0.9655292782965355,0.0,0.0,0.44872543840766005,40.82961493043893,-73.87321765240965
